,Date,Close,SMA,Decision,Cash Balance,Shares Held,Total Value
179,2014-07-28,37.93,38.88433333333331,0.0,10416.548512987478,0.0,10416.548512987478
180,2014-07-29,38.59,38.90333333333331,0.0,10416.548512987478,0.0,10416.548512987478
181,2014-07-30,46.3,39.179333333333304,-1.0,10416.548512987478,0.0,10416.548512987478
182,2014-07-31,45.19,39.39433333333331,-1.0,10416.548512987478,0.0,10416.548512987478
183,2014-08-01,44.13,39.568666666666644,-1.0,10416.548512987478,0.0,10416.548512987478
184,2014-08-04,43.47,39.70966666666664,-1.0,10416.548512987478,0.0,10416.548512987478
185,2014-08-05,43.83,39.85333333333331,-1.0,10416.548512987478,0.0,10416.548512987478
186,2014-08-06,43.46,40.01933333333331,-1.0,10416.548512987478,0.0,10416.548512987478
187,2014-08-07,43.0,40.13733333333331,-1.0,10416.548512987478,0.0,10416.548512987478
188,2014-08-08,43.13,40.193666666666644,-1.0,10416.548512987478,0.0,10416.548512987478
189,2014-08-11,43.27,40.27166666666664,-1.0,10416.548512987478,0.0,10416.548512987478
190,2014-08-12,43.81,40.3663333333333,-1.0,10416.548512987478,0.0,10416.548512987478
191,2014-08-13,44.15,40.43633333333331,-1.0,10416.548512987478,0.0,10416.548512987478
192,2014-08-14,45.33,40.55499999999997,-1.0,10416.548512987478,0.0,10416.548512987478
193,2014-08-15,44.76,40.669333333333306,-1.0,10416.548512987478,0.0,10416.548512987478
194,2014-08-18,45.12,40.8323333333333,-1.0,10416.548512987478,0.0,10416.548512987478
195,2014-08-19,45.09,41.088333333333296,-1.0,10416.548512987478,0.0,10416.548512987478
196,2014-08-20,45.06,41.32166666666663,-1.0,10416.548512987478,0.0,10416.548512987478
197,2014-08-21,45.11,41.563999999999965,-1.0,10416.548512987478,0.0,10416.548512987478
198,2014-08-22,45.98,41.81899999999997,-1.0,10416.548512987478,0.0,10416.548512987478
199,2014-08-25,46.1,42.078666666666635,-1.0,10416.548512987478,0.0,10416.548512987478
200,2014-08-26,48.17,42.42166666666663,-1.0,10416.548512987478,0.0,10416.548512987478
201,2014-08-27,48.06,42.77599999999996,-1.0,10416.548512987478,0.0,10416.548512987478
202,2014-08-28,49.43,43.194666666666635,-1.0,10416.548512987478,0.0,10416.548512987478
203,2014-08-29,49.75,43.61799999999997,-1.0,10416.548512987478,0.0,10416.548512987478
204,2014-09-02,51.02,44.050333333333306,-1.0,10416.548512987478,0.0,10416.548512987478
205,2014-09-03,49.33,44.43966666666663,-1.0,10416.548512987478,0.0,10416.548512987478
206,2014-09-04,50.24,44.855999999999966,-1.0,10416.548512987478,0.0,10416.548512987478
207,2014-09-05,50.7,45.255666666666635,-1.0,10416.548512987478,0.0,10416.548512987478
208,2014-09-08,52.0,45.71699999999996,-1.0,10416.548512987478,0.0,10416.548512987478
209,2014-09-09,50.61,46.13966666666662,-1.0,10416.548512987478,0.0,10416.548512987478
210,2014-09-10,52.91,46.61699999999996,-1.0,10416.548512987478,0.0,10416.548512987478
211,2014-09-11,52.64,46.8283333333333,-1.0,10416.548512987478,0.0,10416.548512987478
212,2014-09-12,52.11,47.05899999999996,-1.0,10416.548512987478,0.0,10416.548512987478
213,2014-09-15,49.38,47.23399999999996,0.0,10416.548512987478,0.0,10416.548512987478
214,2014-09-16,50.83,47.479333333333294,-1.0,10416.548512987478,0.0,10416.548512987478
215,2014-09-17,50.7,47.70833333333329,-1.0,10416.548512987478,0.0,10416.548512987478
216,2014-09-18,50.88,47.95566666666663,-1.0,10416.548512987478,0.0,10416.548512987478
217,2014-09-19,53.0,48.288999999999966,-1.0,10416.548512987478,0.0,10416.548512987478
218,2014-09-22,51.94,48.58266666666663,-1.0,10416.548512987478,0.0,10416.548512987478
219,2014-09-23,52.17,48.8793333333333,-1.0,10416.548512987478,0.0,10416.548512987478
220,2014-09-24,52.96,49.1843333333333,-1.0,10416.548512987478,0.0,10416.548512987478
221,2014-09-25,51.45,49.42766666666663,0.0,10416.548512987478,0.0,10416.548512987478
222,2014-09-26,51.89,49.64633333333331,0.0,10416.548512987478,0.0,10416.548512987478
223,2014-09-29,51.74,49.87899999999998,0.0,10416.548512987478,0.0,10416.548512987478
224,2014-09-30,51.58,50.09433333333331,0.0,10416.548512987478,0.0,10416.548512987478
225,2014-10-01,50.06,50.25999999999998,0.0,10416.548512987478,0.0,10416.548512987478
226,2014-10-02,51.85,50.486333333333306,0.0,10416.548512987478,0.0,10416.548512987478
227,2014-10-03,53.94,50.78066666666665,-1.0,10416.548512987478,0.0,10416.548512987478
228,2014-10-06,53.49,51.03099999999998,0.0,10416.548512987478,0.0,10416.548512987478
229,2014-10-07,53.53,51.278666666666645,0.0,10416.548512987478,0.0,10416.548512987478
230,2014-10-08,55.42,51.52033333333331,-1.0,10416.548512987478,0.0,10416.548512987478
231,2014-10-09,55.29,51.76133333333332,-1.0,10416.548512987478,0.0,10416.548512987478
232,2014-10-10,50.4,51.79366666666665,0.0,10416.548512987478,0.0,10416.548512987478
233,2014-10-13,48.49,51.75166666666665,1.0,0.0,214.81848861595128,10416.548512987478
234,2014-10-14,48.58,51.67033333333332,1.0,0.0,214.81848861595128,10435.882176962912
235,2014-10-15,49.99,51.692333333333316,0.0,0.0,214.81848861595128,10738.776245911406
236,2014-10-16,48.23,51.625333333333316,1.0,0.0,214.81848861595128,10360.69570594733
237,2014-10-17,48.77,51.560999999999986,1.0,0.0,214.81848861595128,10476.697689799945
238,2014-10-20,50.7,51.51766666666665,0.0,0.0,214.81848861595128,10891.29737282873
239,2014-10-21,50.63,51.518333333333324,0.0,0.0,214.81848861595128,10876.260078625613
240,2014-10-22,49.08,51.390666666666654,0.0,0.0,214.81848861595128,10543.29142127089
241,2014-10-23,49.67,51.29166666666665,0.0,0.0,214.81848861595128,10670.0343295543
242,2014-10-24,49.95,51.219666666666654,0.0,0.0,214.81848861595128,10730.183506366768
243,2014-10-27,48.56,51.192333333333316,1.0,0.0,214.81848861595128,10431.585807190595
244,2014-10-28,43.78,50.95733333333332,1.0,0.0,214.81848861595128,9404.753431606347
245,2014-10-29,42.08,50.66999999999998,1.0,0.0,214.81848861595128,9039.56200095923
246,2014-10-30,41.8,50.36733333333331,1.0,0.0,214.81848861595128,8979.412824146762
247,2014-10-31,41.47,49.982999999999976,1.0,0.0,214.81848861595128,8908.522722903499
248,2014-11-03,40.21,49.59199999999998,1.0,0.0,214.81848861595128,8637.8514272474
249,2014-11-04,40.9,49.21633333333331,1.0,0.0,214.81848861595128,8786.076184392407
250,2014-11-05,40.37,48.79666666666664,1.0,0.0,214.81848861595128,8672.222385425952
251,2014-11-06,40.84,48.44299999999997,1.0,0.0,214.81848861595128,8773.187075075452
252,2014-11-07,40.31,48.05699999999997,1.0,0.0,214.81848861595128,8659.333276108997
253,2014-11-10,39.59,47.65199999999996,1.0,0.0,214.81848861595128,8504.663964305511
254,2014-11-11,39.59,47.25233333333329,1.0,0.0,214.81848861595128,8504.663964305511
255,2014-11-12,42.54,47.00166666666663,1.0,0.0,214.81848861595128,9138.378505722567
256,2014-11-13,40.04,46.60799999999996,1.0,0.0,214.81848861595128,8601.332284182688
257,2014-11-14,41.85,46.204999999999956,1.0,0.0,214.81848861595128,8990.15374857756
258,2014-11-17,40.47,45.77099999999996,1.0,0.0,214.81848861595128,8693.704234287548
259,2014-11-18,40.61,45.34033333333329,1.0,0.0,214.81848861595128,8723.778822693781
260,2014-11-19,39.71,44.81666666666662,1.0,0.0,214.81848861595128,8530.442182939425
261,2014-11-20,39.81,44.30066666666662,1.0,0.0,214.81848861595128,8551.924031801022
262,2014-11-21,40.03,43.95499999999995,1.0,0.0,214.81848861595128,8599.18409929653
263,2014-11-24,40.19,43.678333333333285,1.0,0.0,214.81848861595128,8633.555057475081
264,2014-11-25,39.76,43.38433333333329,1.0,0.0,214.81848861595128,8541.183107370223
265,2014-11-26,41.13,43.088999999999956,0.0,0.0,214.81848861595128,8835.484436774077
266,2014-11-28,41.74,42.872666666666625,0.0,0.0,214.81848861595128,8966.523714829807
267,2014-12-01,39.04,42.54833333333329,1.0,0.0,214.81848861595128,8386.513795566738
268,2014-12-02,38.91,42.15533333333329,1.0,0.0,214.81848861595128,8358.587392046664
269,2014-12-03,39.06,41.769666666666616,1.0,0.0,214.81848861595128,8390.810165339057
270,2014-12-04,38.79,41.42666666666662,1.0,0.0,214.81848861595128,8332.80917341275
271,2014-12-05,38.49,41.05399999999995,1.0,0.0,214.81848861595128,8268.363626827966
272,2014-12-08,36.29,40.59866666666662,1.0,0.0,214.81848861595128,7795.762951872872
273,2014-12-09,37.05,40.21499999999995,1.0,0.0,214.81848861595128,7959.025003220994
274,2014-12-10,36.35,39.96733333333328,1.0,0.0,214.81848861595128,7808.6520611898295
275,2014-12-11,36.7,39.78799999999995,1.0,0.0,214.81848861595128,7883.838532205413
276,2014-12-12,37.1,39.63133333333328,1.0,0.0,214.81848861595128,7969.7659276517925
277,2014-12-15,36.85,39.47733333333328,1.0,0.0,214.81848861595128,7916.061305497805
278,2014-12-16,35.13,39.30799999999995,1.0,0.0,214.81848861595128,7546.573505078369
279,2014-12-17,35.57,39.130333333333276,1.0,0.0,214.81848861595128,7641.093640069387
280,2014-12-18,36.73,39.00899999999994,1.0,0.0,214.81848861595128,7890.28308686389
281,2014-12-19,37.08,38.88366666666661,0.0,0.0,214.81848861595128,7965.4695578794735
282,2014-12-22,38.43,38.82099999999995,0.0,0.0,214.81848861595128,8255.474517511007
283,2014-12-23,37.57,38.75366666666662,0.0,0.0,214.81848861595128,8070.730617301289
284,2014-12-24,37.61,38.687666666666615,0.0,0.0,214.81848861595128,8079.323356845927
285,2014-12-26,37.6,38.522999999999946,0.0,0.0,214.81848861595128,8077.175171959769
286,2014-12-29,36.42,38.40233333333329,1.0,0.0,214.81848861595128,7823.689355392946
287,2014-12-30,35.86,38.202666666666616,1.0,0.0,214.81848861595128,7703.391001768013
288,2014-12-31,35.87,38.04933333333328,1.0,0.0,214.81848861595128,7705.539186654172
289,2015-01-02,36.56,37.91433333333328,0.0,0.0,214.81848861595128,7853.763943799179
290,2015-01-05,36.38,37.803333333333285,0.0,0.0,214.81848861595128,7815.096615848308
291,2015-01-06,38.76,37.76833333333329,0.0,0.0,214.81848861595128,8326.36461875427
292,2015-01-07,37.28,37.67666666666662,0.0,0.0,214.81848861595128,8008.433255602664
293,2015-01-08,39.09,37.63999999999995,0.0,0.0,214.81848861595128,8397.254719997536
294,2015-01-09,40.17,37.653666666666616,-1.0,8629.258687702762,0.0,8629.258687702762
295,2015-01-12,39.37,37.59499999999994,0.0,8629.258687702762,0.0,8629.258687702762
296,2015-01-13,39.65,37.52533333333328,-1.0,8629.258687702762,0.0,8629.258687702762
297,2015-01-14,39.85,37.55233333333328,-1.0,8629.258687702762,0.0,8629.258687702762
298,2015-01-15,36.93,37.48633333333328,0.0,8629.258687702762,0.0,8629.258687702762
299,2015-01-16,37.31,37.42799999999995,0.0,8629.258687702762,0.0,8629.258687702762
300,2015-01-20,37.57,37.387333333333274,0.0,8629.258687702762,0.0,8629.258687702762
301,2015-01-21,37.83,37.365333333333275,0.0,8629.258687702762,0.0,8629.258687702762
302,2015-01-22,39.07,37.45799999999994,0.0,8629.258687702762,0.0,8629.258687702762
303,2015-01-23,39.42,37.53699999999994,-1.0,8629.258687702762,0.0,8629.258687702762
304,2015-01-26,40.1,37.66199999999994,-1.0,8629.258687702762,0.0,8629.258687702762
305,2015-01-27,38.92,37.73599999999995,0.0,8629.258687702762,0.0,8629.258687702762
306,2015-01-28,37.15,37.73766666666662,0.0,8629.258687702762,0.0,8629.258687702762
307,2015-01-29,36.68,37.73199999999996,0.0,8629.258687702762,0.0,8629.258687702762
308,2015-01-30,37.53,37.81199999999995,0.0,8629.258687702762,0.0,8629.258687702762
309,2015-02-02,37.46,37.87499999999996,0.0,8629.258687702762,0.0,8629.258687702762
310,2015-02-03,39.79,37.976999999999954,0.0,8629.258687702762,0.0,8629.258687702762
311,2015-02-04,40.72,38.09833333333329,-1.0,8629.258687702762,0.0,8629.258687702762
312,2015-02-05,41.26,38.19266666666662,-1.0,8629.258687702762,0.0,8629.258687702762
